id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
5ce786e2-a9b6-4e45-b470-9571b7b4d225,Burro,Agriculture autonomy company,getburro.com,"Philadelphia, PA",,,,,,,False,1776807
5c3ab37b-44b8-4971-bd7d-4e50444eafc0,Butlr,AI and thermal technology sensors developer,butlr.com,"San Francisco, California",85.0,-10.53,Series B,38000000.0,Carrier,"Honghao Deng (Chief Executive Officer, Co-founder): https://linkedin.com/in/honghaodeng",True,1585708
054d5a11-ec1b-4c72-addb-8f9e0ab11dda,buynomics,Revenue optimization SaaS platform,buynomics.com,"Cologne, Germany",77.0,-10.47,Series B,30000000.0,Dvh Ventures,Ingo Reinhardt (Founder & Managing Director): https://linkedin.com/in/ingoreinhardt,True,263576937
1b7e2ae1-8b5e-44dc-bff6-168c55c2e8f8,Buzz Solutions,AI image analyzation maker for detecting infrastructure flaws,buzzsolutions.co,"Stanford, California",43.0,79.17,Series C,5000000.0,Vodia Ventures,Dennis Chang (Co-Founder): https://linkedin.com/in/dennis-chang-58b46045,True,131081675
fe235114-ef3d-4d00-8e2c-05f31cbbf0a7,BXB Technologies Pty,Food supply chain decarbonization platform,bxbtech.com.au,"London, UK",,,,,,,False,289617268
5c591938-0508-43fb-a8d1-d3d523b41e0c,Biosphere Ventures,Investment firm,bxventures.com,"New York, NY",,,,,,,False,284372319
a8ec6226-8da7-4dc0-9977-80161ea265fb,Bybug,Produce recombinant proteins from genetically engineered black soldier flies,bybug.io,"La Serena, Chile",17.0,0.0,,1457325.0,,Jose Del Solar Bou (CEO & founder): https://linkedin.com/in/jose-del-solar-bou-208465200,True,288311246
e081240a-bdc0-441f-9bb9-8e6f42970fce,byd,Chinese car and battery maker,https://www.byd.com/,,,,,,,,False,Not in Affinity
1a0fcae2-7502-4d98-8fff-47fb8d3140bd,bynd venture capital,Investment firm for pre-seed and seed-stage European ESG-focused startups,,,,,,,,,False,Not in Affinity
506fc631-9d2f-45f9-9436-8dad30042309,b’zeos,Compostable seaweed-based packaging,https://bzeos.com/,,,,,,,,False,Not in Affinity
486d709f-f83b-460a-a243-b8b80f45af0b,c-capture,Post-combustion CCS developer,https://www.c-capture.co.uk/,,,,,,,,False,Not in Affinity
e87a97b0-0b20-45d8-9e47-3e6144ef006c,c-crete technologies,Materials discovery for energy transition platform,,,,,,,,,False,Not in Affinity
e707a57f-ecc6-475e-88a1-94c07324b07c,c-zero,Natural gas decarbonization,,,,,,,,,False,Not in Affinity
13b61330-723c-4a39-b75f-189d138a5544,c1 green chemicals,Low-carbon chemical process developer,,,,,,,,,False,Not in Affinity
3ed78e3f-bb65-457e-bb13-baa7a7770adb,c1 green chemicals ag,Green methanol catalysis technology,,,,,,,,,False,Not in Affinity
ee0b667f-c7a4-48aa-a4bf-84dd899d1ab6,c16 biosciences,Producer of sustainable alternatives to palm oil using biotechnology,,,,,,,,,False,Not in Affinity
1cf4be9f-57be-4207-a456-a5a528369b99,c2ca technology,Recycled demolition concrete service provider,,,,,,,,,False,Not in Affinity
8809957c-44b8-4a6a-b094-f14c22470d57,caban,On-site power provider,,,,,,,,,False,Not in Affinity
5fc08ff1-06d8-4bdb-b969-c6a0b22b32a3,caban energy,Energy-as-a-service solutions provider,,,,,,,,,False,Not in Affinity
f84808e3-ccd9-4518-b332-1c1965677eba,caban systems,Software-enabled energy storage and management systems for telecommunications,https://cabansystems.com/,,,,,,,,False,Not in Affinity
37584903-e89d-472e-b28a-97c302f03906,cache energy,Pellets of calcium hydroxide for heating,,,,,,,,,False,Not in Affinity
acaa46d1-f570-4d3c-bb37-9bdb7d30fe09,cactos,Repurposed energy storage systems developer,https://cactos.fi/,,,,,,,,False,Not in Affinity
74913ccf-e107-4853-bad7-2b6521884765,cadstrom,AI tools for electrical engineers,https://cadstrom.com/,,,,,,,,False,Not in Affinity
67e000f4-bd5a-45d4-af25-3fa3d9443715,caeli wind,Platform for analyzing and marketing wind energy locations,,,,,,,,,False,Not in Affinity
4272b5c4-aeea-463a-a3da-18ef59ffd940,caelux corporation,Developer of perovskite-based solar technology,,,,,,,,,False,Not in Affinity
e6607c52-2340-4f7d-bf78-672ee93fe1dc,cala systems,Producer of heat pump water heaters,,,,,,,,,False,Not in Affinity
93951d84-5a48-4ea6-b398-63635b4fc9eb,caladan bio,Streamline experimentation in synthetic biology,,,,,,,,,False,Not in Affinity
95a30743-8ad8-49df-b366-5859f2947bec,caldera,Low-carbon heating technology for industrial applications,,,,,,,,,False,Not in Affinity
fa1b0d72-8a85-4d3b-85a0-dc686bb0bd64,calectra,Thermal energy storage system,,,,,,,,,False,Not in Affinity
a3d90b1a-af90-4bf1-b4bf-1c6020a3fac3,calefa,Waste heat technology provider,https://calefa.com/,,,,,,,,False,Not in Affinity
a51771e3-16e3-404f-85c6-6b4c60192ac3,calice,AI-powered agricultural software platform,,,,,,,,,False,Not in Affinity
c94e87af-2831-4c2b-ab34-da361611af08,california cultured,Plant cell cultures to produce flavanol-rich cocoa,,,,,,,,,False,Not in Affinity
912bb9fb-871f-46e7-9035-3aed1b4b9754,calumino,Thermal sensor technology and A.I. developer,https://www.calumino.com/,,,,,,,,False,Not in Affinity
b5468a94-8c76-43dd-9c6c-b55042c60431,calysta,Focused on alternative proteins,,,,,,,,,False,Not in Affinity
54f9eab2-161a-446f-a09d-f30f7343ac6a,calyxia,More sustainable alternatives to microparticles and microcapsules,https://calyxia.com/,,,,,,,,False,Not in Affinity
3700efdf-b427-4aab-99d4-ee0607c5d988,cambium,AI and software solutions for repurposed waste wood into lumber,,,,,,,,,False,Not in Affinity
f16e54af-8a78-40ef-88c2-a73bb33b8931,cambium carbon,Reforestation startup reclaiming wood waste,https://www.cambiumcarbon.com/,,,,,,,,False,Not in Affinity
34195539-f09e-4dff-8474-f0c94dcf7501,cambridge electric cement,"Low-carbon, recycled cement production process",https://cambridgeelectriccement.com/,,,,,,,,False,Not in Affinity
a9b0a7bb-f04b-4017-82da-bad4e22e66e4,cambridge electrical cement,Low-carbon cement producer,,,,,,,,,False,Not in Affinity
9514860e-1f7f-412e-8558-c86601a00345,cambridge gan devices,Maker of energy-efficient devices,,,,,,,,,False,Not in Affinity
d6e5a8e3-85ab-486d-94ed-d313fa1faec7,cambrium,Biomaterials discovery platform,,,,,,,,,False,Not in Affinity
991e757d-3044-4cc1-9df6-e88bc1b27a23,cameo,Platform for personalized video messages from celebrities,,,,,,,,,False,Not in Affinity
0d220caf-d3ce-471b-bda4-3f5c0b1f5805,camion,Intelligence and analytics platform for power and electric vehicle charging,https://camion.com/,,,,,,,,False,Not in Affinity
72838852-acbf-4a0e-b594-93b309eebfda,campbell global,Timberland investments with carbon removal,https://www.campbellglobal.com/,,,,,,,,False,Not in Affinity
e1981407-aed2-4068-b782-8d13d82d7bdf,camus energy,Advanced grid management software maker,,,,,,,,,False,Not in Affinity
f887ec78-226d-455e-a070-03b25bbac56f,canadian solar,Solar technology pure play developer,https://www.canadiansolar.com/,,,,,,,,False,Not in Affinity
baa5c3a4-6b2d-4ea6-a38e-5531dd228332,cancrie,Sustainable advanced materials producer,,,,,,,,,False,Not in Affinity
b14a0789-ac4a-40da-ac94-da89bfe6cef8,candela,Electric hydrofoil technology company,https://candela.com/,,,,,,,,False,Not in Affinity
22250d8b-a7cf-4146-87e0-9a70c398af53,canoo,Offering EVs on a subscription basis,,,,,,,,,False,Not in Affinity
aabb4386-79cf-4e7b-a4c4-8e5532e2affd,canopus,Geothermal drilling solutions platform,,,,,,,,,False,Not in Affinity
6c98a050-8896-408c-8fdc-68eae566ca9e,canvas,Machine learning to install drywall at construction sites,,,,,,,,,False,Not in Affinity
4d09addf-f440-4c7e-843e-830946a2b90b,capagro,Investment firm focused on early-stage agriculture and foodtech,,,,,,,,,False,Not in Affinity
e93c40b9-c4e6-42d7-92cc-1f893598231f,capalo ai,Battery energy storage systems trading optimization company,,,,,,,,,False,Not in Affinity
bf6d8cfe-da00-47a0-bfcb-399cee5e88e1,capezero,Financial platform for clean energy developers,,,,,,,,,False,Not in Affinity
db230f60-737b-4779-8254-7b32cb1b8f74,capow,Developer of a power delivery system for robotic fleets,,,,,,,,,False,Not in Affinity
099c28c1-f9ae-4841-9265-df7e5c45c753,capra robotics,Autonomous mobile robots for various industries,,,,,,,,,False,Not in Affinity
005c3634-dfe3-42f1-9584-bc755cefdab3,captain fresh,Sustainable seafood business,https://captainfresh.com/,,,,,,,,False,Not in Affinity
15eb79d0-b7ac-4bc0-bcaa-63b260650579,captiva containers,Recyclable PET packaging manufacturer,,,,,,,,,False,Not in Affinity
9e0b6ceb-a3d6-4815-bf85-1b56c80fb4aa,captoplastic,Microplastics capture technology developer,,,,,,,,,False,Not in Affinity
bf64d021-0e22-4fc7-9113-d2f9c00ebc5e,captura,Direct ocean carbon capture startup,https://captura.com/,,,,,,,,False,Not in Affinity
f8788ad8-877e-43e3-92ce-a263675213ad,capture6,Technology that cleans wastewater while removing carbon dioxide,https://www.capture6.com/,,,,,,,,False,Not in Affinity
96d5e9be-789a-4707-8473-75d2be7e0cf4,car iq,Autonomous payment solutions for fleet vehicles,,,,,,,,,False,Not in Affinity
d9495eae-ab1c-4c2e-95ad-17587f6734dd,carbios,Enzymatic technologies for PET,,,,,,,,,False,Not in Affinity
6cdd692b-3fdc-4b1e-a568-5b26524df4a2,carbmee,Carbon and ESG management software for enterprises,https://www.carbmee.com/,,,,,,,,False,Not in Affinity
ec65e965-9e03-49d8-919d-e7e1c541e507,carbo culture,Carbon removal startup,,,,,,,,,False,Not in Affinity
80adecfd-aa78-441b-abaf-690da7431d43,carbogenics,Developer of bio-additives stabilizing anaerobic digestion plant performance,,,,,,,,,False,Not in Affinity
537cee47-22e4-4347-9f00-e6c77fc2f812,carbominer,Carbon capture technology platform,,,,,,,,,False,Not in Affinity
043981bd-0b63-40e6-8d6f-fca8c75d4112,carbon america,Carbon capture and sequestration (CCS) developer,https://www.carbonamerica.com/,,,,,,,,False,Not in Affinity
4e6d8d31-2891-4b94-bf96-44d737ac5f94,carbon capture,Carbon removal startup,https://carboncapture.com/,,,,,,,,False,Not in Affinity
01048af4-c879-4151-bc3f-d42c28ac773d,carbon capture scotland,Company capturing CO2 from organic processes,,,,,,,,,False,Not in Affinity
b8e4ecfa-0ad1-4da2-85dc-10e2ebb74a36,carbon clean,Carbon capture technology startup,https://carbonclean.com/,,,,,,,,False,Not in Affinity
272c060a-466a-4a4a-8f34-19339b8027db,carbon clean solutions,Low cost CO2 capture and separation technology startup,https://carboncleansolutions.com/,,,,,,,,False,Not in Affinity
262317f9-58f0-4683-a707-277325dc3f8c,carbon counts,Climate change gaming platform,,,,,,,,,False,Not in Affinity
635384e2-1c7b-4934-82e8-d5af07645936,carbon direct,Carbon management firm,,,,,,,,,False,Not in Affinity
e9c37273-55bf-490a-8ed0-1a013ec4cc9a,carbon equity,Climate venture capital and private equity fund investing platform,https://www.carbonequity.com/,,,,,,,,False,Not in Affinity
c3690e7d-9112-4b84-9e18-18a785c78a94,carbon free energy cloud,Scope 2 emissions measurement and mitigation platform,,,,,,,,,False,Not in Affinity
4b928af9-73f7-4241-939c-db977c8b8ccd,carbon maps,Climate management platform for the food industry,,,,,,,,,False,Not in Affinity
2aa512e9-9b87-4076-9a0e-42af8fa9cfab,carbon neutral club,Incentives platform for workforce-led climate action,,,,,,,,,False,Not in Affinity
c2c6eab3-ce9e-42e0-bf2f-4ebb3eb71c5c,carbon re,AI platform reducing industrial emissions,,,,,,,,,False,Not in Affinity
114ba8a3-9fcb-4f76-abcb-57875d5bd671,carbon recycling international,CO2-to-methanol producer,https://carbonrecycling.is/,,,,,,,,False,Not in Affinity
46de1d5a-0e9a-4590-b26a-aadef6df02a7,carbon reform,Indoor air quality and energy efficiency direct air capture technology,,,,,,,,,False,Not in Affinity
6db87cae-0c18-4bfa-8cd3-ff2ea39f30a7,carbon relay,AI driven solutions to data centers,,,,,,,,,False,Not in Affinity
a1efefc0-4da5-4e47-98d8-d980fd0e5542,carbon ridge,Develop of modular CCS solutions for maritime industry,,,,,,,,,False,Not in Affinity
2cd4bfdb-a7b9-4802-8764-716fd87bb171,carbon robotics,AI precision weed control robot maker,https://www.carbonrobotics.com/,,,,,,,,False,Not in Affinity
ed1981e8-a1a8-47c1-b962-626961b95910,carbon upcycling technologies,Carbon utilization company producing CO2-embedded cement,,,,,,,,,False,Not in Affinity
0b2d4569-77a7-43bb-9f1f-1f0d4f9bc3eb,carbon13,Climate venture builder,,,,,,,,,False,Not in Affinity
dc4a2538-0483-4831-8dff-136327eb4c6f,carbonable,Climate-focused investment management platform,,,,,,,,,False,Not in Affinity
4ca55f61-ad52-4549-9616-ab0bf97c4286,carbonaide,Carbon curing technology start-up,,,,,,,,,False,Not in Affinity
f8628f8e-783d-4491-b758-7618629cccc7,carbonaires,Carbon asset manager,,,,,,,,,False,Not in Affinity
810814ed-8775-4ba4-a240-a0ee9958795c,carbonblue,Ocean-based carbon dioxide removal business,,,,,,,,,False,Not in Affinity
1049e44c-864b-4616-bfb3-9eddf941ceb4,carbonbuilt,Carbon dioxide capture tech maker,https://www.carbonbuilt.com/,,,,,,,,False,Not in Affinity
07f8907b-b41e-433a-ba78-eac913fd9b3a,carboncapture,Modular direct air capture technology platform,https://carboncapture.com/,,,,,,,,False,Not in Affinity
f29e78ef-760d-43e7-a22f-2eed03e1f365,carboncloud,Climate footprinting platform for food supply chains,https://carboncloud.com/,,,,,,,,False,Not in Affinity
607cfe1d-09ab-4938-bf32-409dfa58584c,carboncycle,CCS project developer,,,,,,,,,False,Not in Affinity
d7877e91-0dae-4fb6-865a-e2a3084e673d,carbonethics,Tech-enable climate solutions developer,,,,,,,,,False,Not in Affinity
075eba49-2230-4e1b-8010-564680aac2d5,carbonfact,Emissions-tracking service for the fashion industry,https://carbonfact.org/,,,,,,,,False,Not in Affinity
2c9c79c3-b28b-4406-9801-0474f699bf9c,carbonfuture,Digital infrastructure for carbon removal,https://carbonfuture.earth/,,,,,,,,False,Not in Affinity
f89b3a3d-8791-4190-8db0-95fd2eb93188,carbonhound,Carbon management software for SMEs company,,,,,,,,,False,Not in Affinity
ddb91656-e65d-4e8e-86a9-0a7a71623183,carbonoro,CO2 capture company,,,,,,,,,False,Not in Affinity
db46eda9-13ee-4537-b990-f25127ec2258,carbonova,Carbon nanofibers from CO2 platform,https://www.carbonova.com/,,,,,,,,False,Not in Affinity
7564d76d-44ac-4f60-8db2-29dc2d457022,carbonplace,Carbon credit transaction network,,,,,,,,,False,Not in Affinity
f1540c06-b18a-4867-b3b3-a89bd347177a,carbonquest,Distributed Carbon Capture technology for heavy industry,https://carbonquest.com/,,,,,,,,False,Not in Affinity
d70e07f9-ae24-4439-a11c-c67b2a94d00a,carbonrun,Add alkalinity to rivers to deacidify waterways,,,,,,,,,False,Not in Affinity
c42355f6-35e3-46dd-9676-8915d576e490,carbonscape,Biographite developer,https://www.carbonscape.com/,,,,,,,,False,Not in Affinity
333c840d-ff73-42d4-bf51-8c8fe00bf229,carbonstop,Carbon emissions management software and consulting solutions provider,https://www.carbonstop.com/,,,,,,,,False,Not in Affinity
0b582658-35ba-4f97-9c7f-29cc4ccab4b3,carbonwave,Developing advanced biomaterials from seaweed,https://www.carbonwave.com/,,,,,,,,False,Not in Affinity
6c43c068-b662-4a83-880f-4ccb753511d8,carbonx,Build carbon black plants for graphene production,https://carbonx.com/,,,,,,,,False,Not in Affinity
bd03ebdd-1995-4f6b-a0ee-18829feb44de,carbonzero.eco,Biochar production technology developer,,,,,,,,,False,Not in Affinity
9a18ea07-8e36-4831-8e4b-c64f0f9db5a0,carbyon,Direct air capture business,https://carbyon.com/,,,,,,,,False,Not in Affinity
9d3a73eb-2630-4024-a2db-9f6b3a9fd208,cargoroo,Manufacturer of electric cargo bikes,,,,,,,,,False,Not in Affinity
22fe8dbe-6bcb-4207-8ccc-774ed542d93c,cariqa,EV charging marketplace,https://cariqa.com/,,,,,,,,False,Not in Affinity
d0c10edf-6319-4f48-b5f5-a12df423e4f7,carpecarbon,Direct Air Capture (DAC) technology developer,,,,,,,,,False,Not in Affinity
2bb7dfbc-7977-441a-802c-04419b2e39e8,carrar,Provider of battery modules and thermal management systems for electric vehicles,,,,,,,,,False,Not in Affinity
7a40f4a2-d761-464a-add0-878f64f214e4,cartken,AI-powered autonomous robots maker,https://www.cartken.com/,,,,,,,,False,Not in Affinity
b2e2efd7-6777-4c3b-bc24-818d795ea941,cascade biocatalysts,Sustainable chemicals platform,https://www.cascadebiocatalysts.com/,,,,,,,,False,Not in Affinity
40002e05-7e0e-4a20-9c3c-3ba8932b0b39,cast.ai,Cloud management software provider,https://cast.ai/,,,,,,,,False,Not in Affinity
42a5a396-dab3-4702-b99b-aff1e3d58431,catalera biosolutions,Sustainable pest-control products,,,,,,,,,False,Not in Affinity
8ad71671-4607-43b8-afdf-f5f2c72fc3c6,catalyst fund,Investments in early-stage climate companies in Africa,,,,,,,,,False,Not in Affinity
f199ed65-a3b3-407b-a3cc-037bf8a3b8e1,catalyxx,Bioethanol conversion technology developer,,,,,,,,,False,Not in Affinity
2e69ba24-6fad-4cca-825b-2ce9f8d6a22a,catchfree,Plant-based seafood alternatives maker,,,,,,,,,False,Not in Affinity
b456569d-2dd4-491e-accc-a82689bcb4f9,catchwise,AI-driven predictive analytics for the wild fishery industry,,,,,,,,,False,Not in Affinity
e4bba4fd-988a-4b8f-845e-6fa9c32b775b,category ventures,VC making pre-seed and seed investments,,,,,,,,,False,Not in Affinity
62e23674-ef0f-49c0-ab4c-b9a9fc5b9ef7,cauldron,“Fermafacturing” startup for foods and fibers,,,,,,,,,False,Not in Affinity
5b794824-5f12-4df2-9ea1-c0474f2ebf17,cauldron ferm,"Sustainable, plant-based proteins",https://cauldronferm.com/,,,,,,,,False,Not in Affinity
902f129c-c53f-4b66-95a1-8d9ca43965dc,causal labs,AI weather prediction startup,,,,,,,,,False,Not in Affinity
106e4726-4c2a-416e-8822-18ce19a3e4ed,cavela,Automated product sourcing AI platform for e-commerce companies,https://www.cavela.com/,,,,,,,,False,Not in Affinity
5107ee9d-b562-4081-9aff-bb54b59ef88f,caveonix,Compliance and security cloud company,https://www.caveonix.com/,,,,,,,,False,Not in Affinity
48bd05a9-ef40-400f-878b-e2a4982cf51e,cavnue,Autonomous roadways company,https://www.cavnue.com/,,,,,,,,False,Not in Affinity
85774970-c277-401e-9684-96d494e1832c,cecil,Platform for managing carbon and natural capital assets,,,,,,,,,False,Not in Affinity
a87750e9-95fd-4bfe-bb51-6ffe463a47b1,cedara,Carbon intelligence platform for the media industry,,,,,,,,,False,Not in Affinity
1aacf07a-9966-4f4d-a7ab-36ae600ab5e5,ceezer,B2B carbon credits marketplace,https://www.ceezer.com/,,,,,,,,False,Not in Affinity
0a2ae96e-cbc5-4e67-980f-2572c1bd20ad,ceibo,Copper extraction technology,https://ceibo.tech/,,,,,,,,False,Not in Affinity
8166d210-0e83-43d7-a8d0-83b59f987f3e,Celadyne,Developer of fuel cells and hydrogen solutions,celadyne.com,"Chicago, Ill.",,,,,,,False,302417092
e134e5ee-cc21-478c-af73-1e3172eefac4,Celest Science,Climate risk assessment platform,celest.science,"Paris, France",,,,,,,False,301461725
