id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
c4614b73-aaa8-4190-a2e2-02aef34252ed,75F,Building automation technologies to optimize indoor air quality and energy efficiency,75f.io,"Bloomington, Minnesota",85.0,-19.05,Series A,5000000.0,Oil & Gas Climate Initiative,Deepinder Singh (CEO): https://linkedin.com/in/flyingsardar,True,1747333
7ce379b9-882b-438a-8d61-e62c5e246107,75f inc.,Provider of wireless building automation for commercial buildings,,"Burnsville, MN",,,,,,,False,
1fecc83e-db23-4b25-b304-ef993d76aff9,7Analytics,Developer of AI and machine learning models for predicting floods and landslides,7analytics.no,"Bergen, Norway",25.0,25.0,Other,4320600.0,Obos VC,Helge Jørgensen (Co-founder and CEO at 7Analytics): https://linkedin.com/in/helge-j%C3%B8rgensen-bb734651,True,299967428
a52493a9-c9e6-4022-8b48-acb4f32cc00d,7bridges,Logistics engine optimization platform,the7bridges.com,"London, UK",,,,,,,False,162561002
ab46972d-f000-4531-be11-9d96107acadc,7gen,EV-as-a-service platform for medium and heavy duty fleets,7genae.com,"Vancouver, Canada",,,,,,,False,263152245
77d564f9-3117-4a94-a107-40dc368dffd3,8 rivers,Net-zero solutions provider,,"Durham, CA",,,,,,,False,
95889334-a7d6-4c86-ab80-6c1351d8c112,80 Acres Farms,Vertical farming company focused on eco-friendly farming,80acresfarms.com,"Hamilton, Montana",162.0,-5.26,,115000000.0,Barclays Climate Ventures,Mike Zelkind (CEO): https://linkedin.com/in/mike-zelkind-5113624,True,162592950
bf4ac68c-8c0c-4d70-86a8-b71db8374e2c,8090 Industries,To invest in industrial companies and sectors including decarbonization and energy,8090industries.com,New York,12.0,20.0,,,,"Rayyan Islam (Co-Founder and General Partner, Industrial Decarbonization): https://linkedin.com/in/rayyanislam",True,287621926
dbce9c90-0a94-45e7-b14b-c820fdf6dacf,8base,Development platform for building digital products,8base.com,"Miami, FL",,,,,,,False,125394565
91044726-9ac8-4d09-885e-41f2e685bc59,8inks,Coatings for lithium-ion batteries,8inks.com,"Schlieren, Switzerland",,,,,,,False,296722047
5f25ef36-b233-4341-97b2-0deffec1e260,900.care,Refillable personal care products provider,900.care,"Paris, France",,,,,,,False,272564602
d1e38cd6-5ca4-46a7-8395-e92840f27ca7,99 Counties,Regenerative meat marketplace,99counties.com,"Chicago, Illinois",5.0,0.0,Other,3724999.0,,Christian E. (Chief Executive Officer): https://linkedin.com/in/cebersol,True,284887450
3ed4eb1d-ca38-4a98-85d3-44a70694ae9e,99minutos,Logistics service for e-commerce vendors,99minutos.com,"Mexico City, Mexico",,,,,,,False,262403406
22ff2df1-e1cc-443d-80ee-d3834ea66a27,aalo atomics,Modular microreactors for predictable and economical nuclear reactor deployment,https://www.aaloatomics.com/,"Toronto, Canada",,,,,,,False,
7d986d75-2d11-4ae3-997e-e3c4ea5e0717,ab carval,Investment firm focused on credit and hard-asset investments,,"Minneapolis, MN",,,,,,,False,Not in Affinity
d9a8d589-4dc5-4607-945f-c49bde90c27a,abatable,Carbon offsetting procurement platform,https://www.abatable.com/,"London, UK",,,,,,,False,Not in Affinity
616fd358-a00b-4be4-a558-ece6bd89125e,abb e-mobility,Provider in EV charging solutions,,"Zurich, Switzerland",,,,,,,False,Not in Affinity
f303d357-c700-4533-a66f-ef463083c806,abodu,Startup building backyard homes,,"Redwood City, CA",,,,,,,False,Not in Affinity
f81b2102-78fd-4c95-a86e-dfd9ca54f61f,abolis,"Sustainable, tailor-made bio-based industrial solutions platform",,"Evry, France",,,,,,,False,Not in Affinity
a2184c36-592e-4c1f-aff7-d100d7997db7,about:energy,Battery testing intelligence platform,,"London, UK",,,,,,,False,Not in Affinity
0301ed2e-35ed-49af-9645-d2efc34a80a6,absolute foods,"AI-driven platform enabling vertical farms, greenhouses and open farms",,India,,,,,,,False,Not in Affinity
cb71fae7-30e5-4d13-b0c1-24dad29fbf65,accacia,Building decarbonization data platform,https://accacia.com/,Singapore,,,,,,,False,Not in Affinity
aad2512e-7a96-4106-b25c-c81c9a450d42,accelergen energy,Renewable power and storage developer,https://accelergen.com/,"Austin, TX",,,,,,,False,Not in Affinity
3a1e6218-94a0-4b39-869e-145c6f615b8f,acceleron fusion,Develop fusion technology tackling a muon-catalyzed approach,,"Cambridge, MA",,,,,,,False,Not in Affinity
ef8b9787-c220-4916-a249-08d611caaa86,accelsius,Thermal cooling systems for datacenters provider,,"Austin, TX",,,,,,,False,Not in Affinity
e54d88a7-152d-4bd7-83bb-296406265282,accure,"Provider of battery safety software for utility, home, and automotive uses",,Germany,,,,,,,False,Not in Affinity
d000701c-5ad1-4d95-8b55-d584ddf4d900,accure battery intelligence,Battery safety company,,"Aachen, Germany",,,,,,,False,Not in Affinity
6d313434-0a94-402f-934a-d2ba8e8779b0,ace green recycling,Battery recycling technology company,,India,,,,,,,False,Not in Affinity
8a384312-3a85-4c1d-8847-6536e57ecb19,acel power,Electric boat developer,https://acelpower.com/,"Vancouver, Canada",,,,,,,False,Not in Affinity
243fd1de-73bb-461b-adbf-4bd00e15cf86,acerta analytics,Manufacturing technology solutions for automotive,https://www.acerta.ai/,"Kitchener, Canada",,,,,,,False,Not in Affinity
20fd74f4-ec45-417b-8186-3d15149ea8ac,aclarity,Water treatment startup,,"Hadley, MA",,,,,,,False,Not in Affinity
4d63121d-689e-46ef-ada7-1e69bfc03574,aclima,Air pollution and greenhouse gas measurement startup,https://www.aclima.io/,"San Francisco, CA",,,,,,,False,Not in Affinity
fd2f086a-18bb-48d0-89ee-32c0e51544c8,acon s2 acquisition,Sustainable business-focused SPAC,,,,,,,,,False,Not in Affinity
54673c66-1f9e-4236-beaf-9b88ea4bb06c,acre venture partners,Invest in ag and food-tech companies,https://acre.vc/,"Santa Monica, CA",,,,,,,False,Not in Affinity
23ca41fc-0507-4c87-a451-a278e7deb8a2,acretrader,Farmland investing platform,,"Fayetteville, AR",,,,,,,False,Not in Affinity
1faafca2-960e-40c4-a63d-e8186517afdd,act-ion,Lithium ion battery cathode active materials developer,,"Dallas, TX",,,,,,,False,Not in Affinity
0a49dd50-95f7-4e53-b97a-450abd5912c5,active impact investments,Climate tech fund,,,,,,,,,False,Not in Affinity
d7fff2a1-2784-4b78-9ace-65badc19a72e,active surfaces,Ultra-light and thin solar modules,,"Woburn, MA, U.S.",,,,,,,False,Not in Affinity
2cda466a-9f74-4d82-bd30-57fdd8f67c0c,adamo foods,Developing whole-cut meat alternatives,https://www.adamofoods.com/,London,,,,,,,False,Not in Affinity
f4f76112-97d0-4b0d-8d94-9f96087176d9,adaptis technologies,Net-zero building adoption and optimization platform,,"Toronto, Canada",,,,,,,False,Not in Affinity
e6a0a0b6-be22-4289-a201-b092648e1e47,adaptive insurance,AI-powered climate insurance solutions provider,,"Austin, TX",,,,,,,False,Not in Affinity
a7b85ec8-6b2d-456b-816c-01cd44b200be,adden energy,Battery technology developer,,"Waltham, MA",,,,,,,False,Not in Affinity
150fe510-05a0-464e-a6a0-1e37a15efe42,addenergie,EV charging network,,Quebec City,,,,,,,False,Not in Affinity
788ceca7-e37e-41c1-89c2-a932fd5f2f6f,addionics,Scale production of 3D current collectors for EV batteries,https://www.addionics.com/,"London, U.K.",,,,,,,False,Not in Affinity
4a93aa91-d2c1-40e2-9ee9-bebdc48b5786,addis energy,Ammonia production technology developer,https://www.addisenergy.com/,"Somerville, MA",,,,,,,False,Not in Affinity
0618c083-3112-4150-92af-fa7491d66c4f,adept materials,Develop paint material to help buildings control internal humidity,https://www.adeptmaterials.com/,"Somerville, MA",,,,,,,False,Not in Affinity
f868e0a1-6660-4731-be8c-84d9851c82f2,adionics,Developing lithium extraction processes,https://www.adionics.com/,"Les Ulis, France",,,,,,,False,Not in Affinity
fdc401ad-b001-4e58-afe8-ed17d13f13a8,adsorbi,Bio-based material removing air pollutants,https://adsorbi.com/,"Gothenburg, Sweden",,,,,,,False,Not in Affinity
c16522e3-86d7-4a9a-b575-4d7154d3fd64,advanced cooling technologies,Thermal management and cooling technologies developer,,"Lancaster, CA",,,,,,,False,Not in Affinity
da379de7-81ba-40d3-8540-4305eda8489c,advanced electric machines,Designer and manufacturer of electric vehicle motors,,"Washington, U.K.",,,,,,,False,Not in Affinity
5677b41c-5673-472c-9dc6-493149f1382b,advanced electric machines (aem),Electric vehicles design and manufacturer,,"North Sunderland, UK",,,,,,,False,Not in Affinity
12345d7c-8a89-4628-90a1-076522238fb5,advanced farm technologies,Developer of robotic farming equipment,,"Davis, CA",,,,,,,False,Not in Affinity
05bd0f6d-2cb4-4f47-a726-ea93df00e7ef,advanced ionics,"Industrial electrolyzer provider, producing hydrogen",https://www.advancedionics.com/,"Milwaukee, WI",,,,,,,False,Not in Affinity
21f62b9c-401b-48cc-811f-a19d760e2e73,advancedag,Bioagriculture input developer,,"Raymond, Canada",,,,,,,False,Not in Affinity
c02fa65d-83ee-4272-aa26-8679fbdae883,advancing eco agriculture,Regenerative agricultural systems startup,,"Middlefield, OH",,,,,,,False,Not in Affinity
26f1cca1-c9bd-468b-9828-c610123c77d9,advano,Focused on lithium-ion battery technology,,"New Orleans, USA",,,,,,,False,Not in Affinity
3ceeb53c-827c-490a-905d-8afde380af2a,advanta seeds,Developing high performing and hybrid seeds for agriculture,,Dubai,,,,,,,False,Not in Affinity
df6421a7-afc4-40a7-8993-e1d6ea551019,advent technologies,Fuel cell maker,,,,,,,,,False,Not in Affinity
d70319d7-649a-4674-b91c-0b77aa373f36,Advex AI (PearX S23),Improving AI Vision models for manufacturing,advex.ai,"San Francisco, California",7.0,75.0,Seed,3500000.0,Pear VC,Asriel H. (Co-Founder & CTO): https://linkedin.com/in/asrlhan,True,293412607
ccbf59c1-5929-4116-97ec-5b10cb986f3b,aea-bridges impact corp.,ESG-focused SPAC,,,,,,,,,False,
b9cb6fa6-f9c8-4360-80a6-bf2a41941ad9,aedifion,Energy usage management and monitoring company,aedifion.com,"Cologne, Germany",70.0,18.64,Series B,17000000.0,Phoenix Contact Innovation Ventures,Erik Brümmendorf (Head of Engineering & Co-Founder @ aedifion ): https://linkedin.com/in/erik-br%C3%BCmmendorf-117149155,True,221179252
b954f7fe-03aa-4124-997d-5ff5483e3560,Aegir Insights,Offshore wind intelligence platform,aegirinsights.com,"Copenhagen, Denmark",36.0,-5.26,Series A,8500000.0,Seaya Andromeda,"Scott Urquhart (CEO, Founder): https://linkedin.com/in/scott-a-urquhart",True,280531479
ee4d69c1-3eb2-4c91-9beb-9205a1a43334,aegis energy,Network of lower-emission and multi-fuel source refueling hubs for commercial vehicles,aegisenergy.uk,"Wakefield, U.K.",,,,,,,False,297746112
1e70f861-704e-4ab5-83bf-648dc389ca9c,AEInnova,Wireless IoT company,aeinnova.com,"Terrassa, Spain",25.0,-7.41,,2639250.0,,,True,1788073
409f8b1f-f7df-4a6f-bba2-b44295d9eabf,Aemetis,Biofuel producer,aemetis.com,"Cupertino, CA",,,,,,,False,78830256
687c84cf-9b8d-4e34-9308-074ae2f9d020,Aepnus Technology,Developer of an electrochemical platform for emissions reduction in battery supply chain,aepnus.com,"Oakland, California",10.0,-16.67,Seed,8000000.0,Gravity Climate Fund,"Bilen Akuzum, Ph.D. (Co-Founder, CTO): https://linkedin.com/in/bilen-akuzum",True,283090882
dd40c978-081b-4cb4-9a1e-e666c84144c7,AEREM,Solar panel financing provider,aerem.fr,India,,,,,,,False,224926967
09fe3d44-6899-486f-93b9-9b89f363188f,Aerleum_official,Direct air capture technology,aerleum.com,"Strasbourg, France",,,,,,,False,294001792
e4252f08-30a2-414a-9880-2f48343c73c8,Aerobotics,Aerial crop intelligence startup,aerobotics.com,South Africa,,,,,,,False,124408787
cdb6eb3f-447c-4683-a348-0b44d73561da,AeroFarms,Vertical farming company,aerofarms.com,"Newark, NJ",,,,,,,False,1545517
fe8b226a-e92d-4880-a7db-9b8878446051,Aerones,Robotics for wind turbine maintenance service provider,aerones.com,"Riga, Latvia",276.0,21.05,Other,62000000.0,Mantas Mikuckas,Janis Putrams (CEO): https://linkedin.com/in/janis-putrams-2ab19345,True,147493780
8b504b78-06ac-4156-b370-a3e4817740a6,Aeroseal,Provider of air duct and vent sealing technology,aeroseal.com,"Miamisburg, Ohio",181.0,-2.16,Series B,67000000.0,Breakthrough Energy Ventures,,True,163301998
4c97b10b-9381-403f-ba24-845ace77d316,AeroShield,Developing transparent insulation for energy-efficient windows,aeroshield.us,"Cambridge, MA",,,,,,,False,153518179
146e603e-7640-443e-a750-386f15212a2f,aeroshield materials,Energy-efficient windows provider,,"Boston, MA",,,,,,,False,
e5fb9e9e-92f4-4d30-8eeb-92d7c5d254cc,aether,Rare metals extraction company,,"Menlo Park, CA",,,,,,,False,Not in Affinity
6b2d16b4-1e43-48ab-af62-a89e034cd92f,aether bio,Developer of enzymes for lithium extraction,,"Menlo Park, CA",,,,,,,False,Not in Affinity
9f7d9379-95a4-4f00-9df0-73a682864f2f,aether diamonds,Creator of diamonds made from atmospheric carbon,https://www.aetherdiamonds.com/,"New York, NY",,,,,,,False,Not in Affinity
4d902083-13f3-49ad-8e8b-670b75557869,aether fuels,To upcycle carbon into more sustainable fuels for aviation and maritime shipping,https://aetherfuels.com/,San Francisco,,,,,,,False,Not in Affinity
04920395-4265-439d-8e26-a1af68b60f8d,aev robotics,Modular autonomous electric vehicle maker,,Australia,,,,,,,False,Not in Affinity
045614c2-ab67-49ff-a820-749c70aceecc,aeva,LiDAR sensing and perception technologies,,"Mountain View, CA",,,,,,,False,Not in Affinity
5ed389bc-4bea-4c74-9fae-6afeda1dcb70,afresh technologies,AI-based supply chain platform for grocers,https://www.afresh.com/,"San Francisco, CA",,,,,,,False,Not in Affinity
30eb8028-be2e-45cb-95bb-0fc0fb2ba60e,afryen neoxy,Biorefinery for biobased acids developer,,"Saint-Avold, France",,,,,,,False,Not in Affinity
8959a87b-bb0c-49ef-b029-0bc616f3b650,ag5,B2B SaaS platform for the manufacturing industry,https://www.ag5.com/,"Amsterdam, Netherlands",,,,,,,False,Not in Affinity
f09e3ede-13cb-4d55-be99-18b940f9922a,again,Uses gas-eating bacteria to convert carbon dioxide into chemical products,,"Copenhagen, Denmark",,,,,,,False,Not in Affinity
6fe8e05e-9846-463f-aa32-69060a09825f,agbiome,Developer of microbial-based products including a fungicide for disease control,,"Durham, NC",,,,,,,False,Not in Affinity
c2d095eb-a7fa-457f-89b1-3c32c9917047,agilitas energy,Solar and battery energy storage projects,,"Wakefield, NY",,,,,,,False,Not in Affinity
b7785ddf-2fb6-4009-ab61-f6eb99bbaa33,agnext technologies,AI-driven agribusiness platform,,"Chandigarh, India",,,,,,,False,Not in Affinity
3c803946-0b42-4f4a-8db6-8ddb3c488b0f,agora systems,Maker of materials supply chain software,,"San Francisco, CA",,,,,,,False,Not in Affinity
b8d14bc2-0570-40d8-bc08-8551042de7c9,agragene,Developing eco-friendly alternatives to chemical pesticides,,"San Diego, Calif.",,,,,,,False,Not in Affinity
885a56cc-d942-46eb-babb-841397a22d74,agreena,Carbon market platform focused on regenerative agriculture,https://www.agreena.com/,"Copenhagen, Denmark",,,,,,,False,Not in Affinity
561a3f2f-598f-4f41-8119-9a705f757be8,agricarbon,Soil carbon measurement technology developer,https://www.agricarbon.com/,"Dundee, United Kingdom",,,,,,,False,Not in Affinity
21963265-17a3-4481-871b-3e95a24e7f11,agriconomie,Ag marketplace including regenerative inputs for farmers,https://www.agriconomie.com/,France,,,,,,,False,Not in Affinity
3da5efea-4372-49a6-92b4-7866112072eb,agricycle global,Ingredient upcycling startup focused on Africa,,"Milwaukee, WI",,,,,,,False,Not in Affinity
39f8d57a-e0be-472d-81c1-29a312015806,agrig8,Gamified platform for reducing methane emissions,,Singapore,,,,,,,False,Not in Affinity
30c8bafc-bb0e-46f5-93d7-b3879d8e4aad,agriloops,Aquaponics farm developer,https://www.agriloops.com/,"Paris, France",,,,,,,False,Not in Affinity
c9048e3e-ca8d-45c9-817b-d8fdb3aaf44b,agritask,Agronomic intelligence startup,https://agritask.com/,Israel,,,,,,,False,Not in Affinity
dd919831-8f5f-4d35-bbd4-21664578904d,agritech innovations,Revolutionizing agricultural practices with technology,,"Nairobi, Kenya",,,,,,,False,Not in Affinity
3bc95dd4-a959-4c3a-93eb-94b94908dd31,agriwebb,Beef cattle management platform,https://agriwebb.com/,"Surry Hills, Australia",,,,,,,False,Not in Affinity
c4bd9909-8757-4c27-9077-bb81a8e4e063,agrobiomics,Make biostimulants that make plants more resilient to stressors like drought and salinity,,"Copenhagen, Denmark",,,,,,,False,Not in Affinity
3f84e49f-07dc-4916-9e4b-6908e596e7da,agrolend,Farm credit provider,,"São Paulo, Brazil",,,,,,,False,Not in Affinity
1d5b2f4f-a332-4ce4-8b4b-83f18ff62295,agrology,Regenerative and predictive agriculture platform,,"Alexandria, VA",,,,,,,False,Not in Affinity
d13cc075-7ca8-4d56-8035-e0de74e562aa,agros,Solar irrigation provider,,Singapore,,,,,,,False,Not in Affinity
67147ede-7b71-4f3a-bc45-ca3442ebe783,agrospheres,AgriCell platform protecting pesticide solutions,https://www.agrospheres.com/,"Albemarle County, VA",,,,,,,False,Not in Affinity
aa8323c5-9b8e-47cd-aab1-69a0093c65e4,agrourbana,Vertical farming business,,Chile,,,,,,,False,Not in Affinity
ee659ef6-3071-4b91-a34b-9968e23ae38f,agteria,Biotech additive focused on reducing livestock methane emissions,,"Stolkhom, Sweden",,,,,,,False,Not in Affinity
cc3f7077-6798-416a-8c61-0b5f309846ee,agteria biotech,Enzyme-blocking molecule for reducing livestock methane emissions,https://www.agteria.com/,Stockholm,,,,,,,False,Not in Affinity
687c9889-4f18-40da-9d74-2bb7e1669a39,agtonomy,Software and services provider for autonomous agriculture,https://www.agtonomy.com/,"San Francisco, CA",,,,,,,False,Not in Affinity
c9af7ead-6e0a-4b33-b596-2a8ef396dd7a,agurotech,Hardware and software for precise agricultural data,https://agurotech.com/,Amsterdam,,,,,,,False,Not in Affinity
658365f1-f28c-43d3-8b4d-d5cfffae7b3e,agzen,Efficient crop spraying equipment and software,https://www.agzen.com/,"Somerville, MA",,,,,,,False,Not in Affinity
3dd91ae1-9513-4bc9-9c57-fd06afc32905,aichi automobile co.,Chinese electric vehicle startup,,China,,,,,,,False,Not in Affinity
95594283-9d6c-4fb4-9c96-62454c5df6c0,aicrete,Concrete decarbonization software platform,https://www.aicrete.com/,"Richmond, CA",,,,,,,False,Not in Affinity
f6dca5fc-22e4-4bab-971f-4e8c7a87fc4e,aidash,Software designed to make critical infrastructure processes more sustainable and climate resilient,https://www.aidash.com/,"Santa Clara, CA",,,,,,,False,Not in Affinity
3ddb9d1f-cc53-4aec-b7ed-f69e367f2aff,aifleet,Maximize trucking utilization and efficiency,https://aifleet.com/,"Austin, TX",,,,,,,False,Not in Affinity
8409435e-15b6-47ea-828b-b089fa8e5a59,aigen,Solar-powered robotics platform for soil regeneration,,"Kirkland, Wash.",,,,,,,False,Not in Affinity
6196089d-c2d6-4717-9e00-0cb2c37e0e9f,aikido technologies,Manufacture floating wind turbines,,"San Francisco, U.S.",,,,,,,False,Not in Affinity
732e9009-0ec7-4304-bf08-8e2bde9f8e2d,ailytics,Heavy industry monitoring business,,Singapore,,,,,,,False,Not in Affinity
2e92fdba-2f22-4f13-8f7e-17f245a468a1,aim intelligent machines,Autonomous vehicles for construction sites,,"Redmond, WA",,,,,,,False,Not in Affinity
9dc8f4a2-92e2-419e-9c69-33900bf2b46c,aip management,Solar energy and carbon solutions provider,,"Nashville, TN",,,,,,,False,Not in Affinity
d3273bdd-2e8e-4b73-9bde-6e43a65eba2c,aiperia,Manage food service providers’ inventories to reduce food waste,https://aiperia.com/,"Würzburg, Germany",,,,,,,False,Not in Affinity
d0accba3-9583-4e83-9a0c-d90043571496,air aware labs,Air quality service technology provider,,"London, England",,,,,,,False,Not in Affinity
05851c66-2cab-4785-a894-326f1b3cf57e,air company,Carbon-negative alcohols and consumer products creator,https://www.aircompany.com/,"New York City, USA",,,,,,,False,Not in Affinity
eb13266d-2bf2-4444-9a17-91c5cec52fac,air protein,Alternative meat company,https://www.airprotein.com/,"Pleasanton, CA",,,,,,,False,Not in Affinity
f36251f9-bf5a-4112-8a6d-5f1b608a4f1d,aira,Home energy efficiency platform,,"Stockholm, Sweden",,,,,,,False,Not in Affinity
a0c613dc-defc-4b89-854d-50baa01f32fc,aira technologies,AI cellular network infrastructure technology developer,,"San Francisco, CA",,,,,,,False,Not in Affinity
48363d63-27c2-48bf-b5b6-c7a7142c0afc,airbound,Make efficient delivery drones,https://www.airbound.com/,"Bengaluru, India",,,,,,,False,Not in Affinity
56d582a4-de5b-4169-9f88-7fd8af1ea2b6,aircapture,Carbon removal and mineralization project,https://aircapture.com/,"Berkeley, CA",,,,,,,False,Not in Affinity
1287febe-7640-48e5-b7e2-137f5659eda7,aircarbon exchange,Carbon trading exchange,https://www.aircarbon.co/,Singapore,,,,,,,False,Not in Affinity
c814aa82-25de-4a5f-90c2-73ed6f780810,airforestry,Electric aerial tree harvesting drones,https://airforestry.com/,"Uppsala, Sweden",,,,,,,False,Not in Affinity
27dadf41-1ba0-4d37-987a-80a2c1feb894,airhouse,E-commerce operations platform,https://www.airhouse.io/,"San Francisco, CA",,,,,,,False,Not in Affinity
a4f15a28-3a0a-4726-9b46-51ada0bfe69f,airjoule technologies,Atmospheric water harvesting technology developer,,"Newark, DE",,,,,,,False,Not in Affinity
f19b7850-592b-4b23-a6c0-bda8b045e249,airly,Combining sensing technologies and software to measure air quality,https://airly.eu/,"Palo Alto, CA",,,,,,,False,Not in Affinity
39868be3-8f99-414f-853e-c74a021a3841,airmo,Satellite technology for GHG emissions provider,,"Weßling, Germany",,,,,,,False,Not in Affinity
d91f21da-a7db-44a5-b546-ebc6ec0ea401,airmyne,Direct air capture (DAC) technology platform,,"Berkeley, CA",,,,,,,False,Not in Affinity
cbddfd71-7f4a-4273-9927-aa650811321a,airtable,"Collaborative, no-code platform for building apps",https://airtable.com/,"San Francisco, CA",,,,,,,False,Not in Affinity
d9cb1e35-f0e7-4b1d-bba8-293cf5796973,airthium,High-temperature heat pump developer,,"Paris, France",,,,,,,False,Not in Affinity
af736b0b-07da-47c6-b3ed-b160464d0e83,airworks solutions,Autonomous processing software for aerial mapping and surveying,,"Boston, MA",,,,,,,False,Not in Affinity
ee56fc66-669e-41ea-ad59-f900984b613e,aistech space,Capture thermal data and imagery from satellites,,Barcelona,,,,,,,False,Not in Affinity
4fab2831-5a2e-47bb-ab43-268774261f9e,aisti,Startup developing carbon negative acoustic tiles,https://aisti.com/,"Jyväskylä, Finland",,,,,,,False,Not in Affinity
237aa0c8-a891-4b6a-9241-5ad1565d421d,aiven,Managed cloud services for open-source data technologies,https://aiven.io/,"Helsinki, Finland",,,,,,,False,Not in Affinity
